1,0.0,20.0, 3.2889996679253195
2,0.0,30.0, 2.5975725076175458
3,0.0,40.0, 2.3278172341282892
4,0.05,50.0, 1.6356823699434018
5,0.0,60.0, 2.0910920394017256
6,0.0,70.0, 1.7346556644210303
7,0.0,80.0, 1.9445397911564455
8,0.0,90.0, 1.5278474037348235
9,0.0,100.0, 1.739841043972154
10,0.0,110.0, 1.7229619541250316
11,0.0,120.0, 1.5481842147617857
12,0.0,130.0, 1.9918911372911314
13,0.0,140.0, 1.8605305414658617
14,0.0,150.0, 1.7689691605379008
15,0.0,160.0, 1.6093015325671978
16,0.0,170.0, 1.486853690553028
17,0.0,180.0, 1.4081058089001894
18,0.0,190.0, 1.38394771320805
19,0.0,200.0, 1.7843450100995046
20,0.0,210.0, 1.5391439365687174
21,0.0,220.0, 1.4671453494759619
22,0.0,230.0, 1.7476101935269124
23,0.0,240.0, 1.5624389410277424
24,0.0,250.0, 1.6973968917812403
25,0.0,260.0, 1.1734184209735408
26,0.0,270.0, 1.6200518189319477
27,0.0,280.0, 1.3533051914744265
28,0.1,290.0, 1.2382914143289212
29,0.0,300.0, 1.756934045992208
30,0.0,310.0, 1.7027514134958248
